x_data_0,x_data_1,y_data
-0.853548245,-0.4446687,0
0.400877447,-0.907337489,0
-0.167239503,0.211192421,1
-0.353291743,0.968595807,0
0.580345564,0.848701643,0
0.299313401,0.294569327,1
-0.04738034,0.853316622,0
-0.246435611,-1.052395144,0
0.159779964,0.26234712,1
-0.14392327,0.88528322,0
0.992112217,0.133618494,0
1.010917007,-0.201961891,0
0.191689934,1.031888753,0
-0.946812224,-0.083476193,0
-0.734876964,-0.635768406,0
-0.050620563,0.944845007,0
0.18162937,-1.040348472,0
0.961972654,-0.32081064,0
-0.294849644,0.037029216,1
-0.057299523,-0.233011449,1
0.809320172,0.667057314,0
0.160955389,-0.956351169,0
-1.044319378,0.148111838,0
-0.174626393,0.265817204,1
0.662560318,0.78161182,0
-0.21678276,0.952695316,0
0.369025728,0.197540921,1
-0.959097608,0.426035101,0
-0.26995136,-0.005716464,1
-0.057966496,0.94380311,0
-0.5198537,0.881241571,0
-0.295600613,0.239360045,1
0.270957236,-0.019469434,1
-0.936865248,-0.075282971,0
-0.365801418,1.004692034,0
0.292314371,0.899080482,0
-0.321817411,-0.28967624,1
-0.177673639,-0.234648399,1
-0.763720953,-0.674411269,0
-0.188127801,-0.218269675,1
0.328471319,0.027145239,1
-0.821734902,-0.493895615,0
0.306250423,0.240674404,1
0.222566601,-0.238849278,1
0.814969386,0.655466275,0
-0.298439997,0.23122905,1
0.811473416,0.443672917,0
-0.331872686,0.103877395,1
-0.023764098,0.268471669,1
0.030500088,-0.261214034,1
0.085734071,-0.273479051,1
0.181864777,0.223726028,1
-0.75222333,-0.602879595,0
0.292783261,0.097025458,1
0.740293239,-0.658945871,0
0.212896814,-0.311089111,1
0.145268156,-0.305880796,1
-0.996475921,0.24506153,0
0.265230427,-0.068713846,1
-0.083421612,1.068220986,0
-0.154288698,-1.088703096,0
0.591438493,-0.816751548,0
0.052775893,-0.29305181,1
-0.930286504,0.014479704,0
0.677292085,-0.682201542,0
-0.296003968,0.110467739,1
-0.102436717,0.298595388,1
0.196637351,0.24353774,1
0.027013604,1.054126277,0
0.221377977,0.197177878,1
0.181074278,0.189796736,1
0.067854112,-0.20805743,1
-0.1969585,-0.063349227,1
-0.12971745,0.311994315,1
0.319622718,-0.091844699,1
-0.140449169,-0.196195731,1
0.311767769,-0.980194355,0
0.221463403,-0.210728108,1
-1.016279106,-0.219341911,0
0.339792639,1.011549352,0
-0.129651751,-0.20819084,1
-0.289064584,0.061255814,1
-0.51063823,-0.901151669,0
0.118842687,0.253621248,1
-0.256434096,-0.992269264,0
-0.70944373,-0.583493658,0
0.018590297,-0.287110291,1
0.618880792,0.892015826,0
-0.690347376,0.789434031,0
-0.296398593,-0.00375056,1
-1.076146945,0.118360968,0
-0.003236489,-0.311679868,1
0.899803874,0.340383723,0
0.833588533,-0.456705168,0
-0.144260789,0.23399511,1
0.079876303,0.270775841,1
-0.623135262,-0.790900048,0
0.276107512,0.03989259,1
-0.690602015,0.668796221,0
-0.455330971,0.925508879,0
-0.157834061,-0.961102288,0
0.132825015,-0.279969125,1
0.094671064,0.259586549,1
-0.219745729,0.944413013,0
-0.26308852,-0.182825583,1
0.887520943,-0.018954886,0
-0.133579569,0.293600409,1
-0.886219349,0.495668199,0
0.933618111,0.399372683,0
-0.269518497,0.273539959,1
0.211516061,0.292065432,1
-0.291701294,0.103517172,1
0.12601297,-0.23077317,1
-0.242001792,-0.101574788,1
-0.280898103,-0.125119823,1
-0.343818352,0.977281598,0
-0.74057886,0.644500587,0
0.095376475,0.284776419,1
-0.937453984,0.390849706,0
-0.349348756,0.077152877,1
-0.254203332,0.166788619,1
0.301110825,0.137385103,1
-0.123658269,0.296377471,1
-0.115832105,0.195089114,1
0.84302905,-0.701696525,0
-0.002051169,0.289863774,1
0.217296178,-0.173607066,1
-0.030851335,1.047902731,0
-0.081756882,0.265143532,1
-0.060423544,0.388632132,1
0.657942692,-0.74796837,0
-0.083944711,0.343316743,1
0.242822892,-0.149171846,1
0.311185635,-0.181380391,1
-0.25158464,-0.161018132,1
-0.514179845,0.851547005,0
-0.310641776,0.142675986,1
1.058726418,0.069512769,0
-1.010096753,-0.416827788,0
-0.49728998,0.966042858,0
1.030769151,0.105213916,0
0.655757005,0.687450119,0
-0.227865819,0.036176718,1
1.015018535,0.21410839,0
-0.212856777,-0.162646875,1
0.957290007,0.418013628,0
0.251289176,0.028448068,1
0.552120287,0.755867409,0
0.854162373,0.428265531,0
0.224380749,-0.170786734,1
0.07418594,0.201953674,1
-0.402556775,0.889458272,0
-0.146511271,-1.066128879,0
-0.145657922,-0.317724579,1
-0.11790389,-0.292801325,1
-0.946373492,0.188984809,0
-1.041144247,0.025008373,0
0.061095288,0.396066,1
0.09531122,0.28767518,1
-0.214905008,0.154547126,1
-0.199650566,0.989692848,0
0.616124237,-0.701146632,0
-0.223306833,-0.166677015,1
-0.32779144,1.001112753,0
0.362026819,-0.05635651,1
0.940474604,-0.173180502,0
0.142985602,0.210010719,1
-0.993617123,1.24E-05,0
-0.143386097,-0.210191035,1
0.269181522,0.062015501,1
0.266154865,-0.98011056,0
0.277425617,0.202381975,1
-0.180205303,-0.288664696,1
0.619566585,0.889229983,0
-0.254830627,0.16071541,1
-0.014048001,-0.37534741,1
0.199351508,-0.298990756,1
0.182372424,-0.235126583,1
-1.076460873,0.101720973,0
-0.535338566,0.842620789,0
-1.054019078,0.082311284,0
-0.261447218,-0.108506517,1
0.451960779,-0.900327324,0
0.283804584,-0.197017414,1
0.146529096,-0.180277739,1
-0.106662387,-0.215290208,1
0.528051067,-0.807502093,0
0.279022779,-0.205421708,1
-0.190593619,-0.202837434,1
-0.782249083,0.504524028,0
0.093236636,0.239258331,1
-0.100731159,0.225574847,1
-0.284247732,-0.175892162,1
0.861823207,-0.387674043,0
-0.130196668,0.261077644,1
-0.334058072,0.984347756,0
0.104389235,0.897625699,0
-0.182710809,0.210911128,1
0.571511669,-0.845650751,0
0.052427191,0.947212722,0
-0.311790958,0.076373135,1
-0.930458235,-0.110135981,0
0.582905225,0.699014368,0
0.454231785,0.840956051,0
-0.370507159,0.868748134,0
0.305338909,0.082500433,1
0.872989795,0.367144295,0
0.454526468,0.977643768,0
-0.282424531,0.205220552,1
-0.130998317,0.224713508,1
-0.342324071,-0.020239291,1
-0.261516451,-0.101774111,1
0.211496739,-0.272707597,1
0.74218777,0.67457053,0
0.949767991,-0.15507431,0
-1.015582414,0.214065159,0
-0.136946072,0.223135306,1
-0.257165068,-0.11801974,1
0.303181335,-0.211980393,1
0.218176312,0.296249305,1
0.20175478,-0.18347045,1
0.969229948,-0.017843368,0
-0.586846396,0.860636708,0
-0.07845345,-1.007648842,0
0.446964112,-0.710832969,0
-0.243390835,0.331994891,1
-0.088267441,-0.285126822,1
0.755726282,-0.67157837,0
0.014808175,-0.208162291,1
0.843323375,0.546424876,0
-0.116325394,-0.23267591,1
-0.301148058,0.025957257,1
-0.6362561,0.686034626,0
0.432450432,0.976226602,0
-0.196829849,-0.296415036,1
-1.014347588,0.176269965,0
0.603609515,0.883763739,0
-0.434057438,0.945219949,0
-0.492748655,0.845309139,0
0.106010258,-0.254959577,1
0.73299794,-0.806067173,0
0.034933718,0.305342571,1
0.951575921,-0.160824928,0
-0.211280437,0.23591294,1
-0.919151124,-0.328272877,0
0.826190398,0.505153985,0
-0.638783497,-0.737157545,0
-0.148792019,-0.273653994,1
0.33365404,0.153481365,1
0.060832536,0.207840465,1
-0.824653381,0.456672349,0
-0.028978203,-0.34720362,1
-0.532664194,-0.900557589,0
0.631755908,-0.813339936,0
-0.249515909,0.033246973,1
0.27472956,-0.045594037,1
0.454041342,0.864001989,0
0.98783507,-0.132258905,0
-0.309549734,-0.084822932,1
-0.290263016,-0.184764029,1
-0.92982179,0.117011867,0
-0.854634317,-0.586769511,0
-0.328326041,0.843454834,0
0.306829739,-0.91863445,0
-0.78249241,-0.407166174,0
-0.369188479,0.882485161,0
0.040983112,-0.303831419,1
0.955121002,-0.156652948,0
0.282750313,-0.167086961,1
0.123120851,-1.113492372,0
0.927751448,-0.403998866,0
-0.175057137,-1.047028376,0
0.301099944,-0.25149881,1
-0.254043122,0.136536125,1
-0.560045988,-0.812774218,0
0.180108457,-1.015495548,0
-0.321399155,0.07864251,1
0.68369041,0.72896608,0
-0.455847011,0.918124913,0
-0.165270609,-0.304018075,1
0.048882275,0.249988299,1
0.321872143,-0.069246527,1
0.302010385,-0.017335369,1
0.100710696,-1.00243226,0
0.177896708,0.921063161,0
-0.346257418,-0.072800985,1
0.354572445,-0.895688015,0
0.966899335,0.000489738,0
0.691345616,0.550121541,0
-0.741193503,0.631754917,0
-0.904964293,-0.457897021,0
0.284748908,0.000897556,1
-0.261064754,0.099879872,1
-1.037192001,-0.235750553,0
0.305589396,-0.096955009,1
-0.387121172,-0.075108924,1
-0.861042348,-0.403865032,0
-0.736431877,-0.734575119,0
-0.511522775,0.921099667,0
0.920421741,0.076714448,0
0.968687662,0.087022773,0
-0.707322811,0.673500494,0
-0.802732499,0.444161753,0
-0.766453368,0.61126217,0
-0.09114104,-1.032542973,0
0.18425603,0.243057687,1
-0.582302335,0.741090393,0
0.838598304,0.636212415,0
-0.936212982,0.258207473,0
0.278310007,-0.042889836,1
-0.119181676,1.032295059,0
-0.679837654,-0.706929453,0
-0.153336101,0.973541889,0
0.020933037,-0.309594937,1
0.447718235,0.093488702,1
0.293712968,-0.087598553,1
-0.150617637,0.985872387,0
0.093610461,1.016238704,0
-0.293364714,-0.908896442,0
-0.767259686,-0.309914894,0
-0.246584898,-0.191277467,1
0.15688289,-1.0071329,0
0.010714814,0.353797885,1
0.286637705,-0.050528453,1
0.329132399,-0.977376926,0
-0.568286516,0.888341754,0
0.313286516,-0.218838253,1
-0.051030667,0.962450672,0
-0.289526719,0.111017602,1
0.286795278,-0.963181757,0
0.329220991,-0.001899323,1
-0.312516146,-0.91707767,0
0.178555182,-0.987415165,0
0.153063729,-0.34101546,1
-0.257280947,-0.042438361,1
-0.23878655,-0.284051379,1
-0.308530599,-0.244421779,1
0.116370265,-1.004508634,0
0.092071552,-0.254656176,1
0.012423593,0.298902274,1
-0.099493204,1.038851694,0
0.909210612,0.255390422,0
0.348652603,-0.01488518,1
0.891941279,0.286621017,0
-0.92941694,-0.320217862,0
0.259352147,-0.163919904,1
0.925334195,-0.367000301,0
0.285857228,-0.136109134,1
-0.687968981,-0.777312167,0
0.055482355,0.283947788,1
-0.179992042,0.31609882,1
-0.398019824,-0.821201025,0
0.054250256,-0.325786429,1
-0.348489646,-0.071989225,1
1.031019612,-0.251764115,0
0.728719751,0.598827884,0
-0.110516599,-0.30265089,1
-0.318417337,0.895790935,0
-0.168659714,-0.309836051,1
0.463402754,0.797545591,0
-0.444620678,-0.861352444,0
0.341947283,0.970743796,0
-0.279811728,0.078460982,1
-0.177044645,-0.260909745,1
0.46454222,0.919309841,0
0.340360065,0.183903724,1
0.874516891,-0.50491358,0
1.075789149,-0.058246716,0
0.872158505,0.435677903,0
0.764805888,-0.73720091,0
-0.034361802,-0.331110645,1
0.376304017,-0.988877304,0
0.252003313,-0.230352433,1
-0.879593903,-0.490737184,0
0.143248466,-0.191128091,1
-0.673061646,-0.763999482,0
-0.256779102,0.051940978,1
0.639863936,0.707103663,0
-0.013086601,-0.383825432,1
-0.652054819,0.733837519,0
0.075964654,-0.340815901,1
-0.126334707,-0.359239887,1
-0.273183183,-0.935106915,0
0.328372437,0.128040009,1
0.909309706,0.383406685,0
-0.89120454,0.584394468,0
-1.031230808,-0.088447815,0
-0.414783631,-0.933679146,0
0.262464272,-0.977773178,0
-0.330284503,-0.886951585,0
-0.024679395,0.307341759,1
-0.028200603,-0.980435112,0
-0.241537942,-0.205266326,1
-0.778558565,-0.640203855,0
-0.195796117,0.052734197,1
0.84666108,0.543162085,0
0.620524559,0.873120143,0
-0.902611803,0.229366284,0
0.107466998,-0.305215944,1
0.282244752,-0.034764307,1
-0.120876361,-0.112561728,1
0.005950971,-0.999264695,0
0.708461669,0.639339148,0
0.199551927,-0.320481287,1
0.672147373,-0.682943922,0
0.597919071,-0.854185834,0
-0.297252466,0.057958577,1
-0.207317248,-0.0466668,1
0.361085626,-0.890386098,0
-0.941419475,0.264978688,0
-0.750755986,0.619386392,0
-0.245969245,-0.117728299,1
-0.101239724,0.30105239,1
-0.376751967,-0.897496246,0
-0.497804213,0.900001246,0
-0.67721914,-0.656449167,0
0.045327765,0.942367214,0
-0.171491703,-1.083962224,0
-0.645906667,0.709888138,0
-0.875747329,0.629963898,0
0.98036057,-0.176800304,0
0.309138603,-0.103770212,1
-0.379297548,0.067615514,1
-0.341099186,-0.075578179,1
-0.456873735,-0.85474268,0
0.584696614,0.81973119,0
0.60068067,0.869374845,0
-0.616856567,-0.628042919,0
0.250691065,-0.120383174,1
-0.401506843,-0.940642689,0
-0.562509941,0.962802016,0
0.690893343,0.737337622,0
1.018674749,-0.046547119,0
-0.232965874,0.201100626,1
0.976668739,0.114402454,0
-0.05129338,-0.277226377,1
0.254052557,-0.12634377,1
0.339986012,-0.028371648,1
0.469742819,-0.917402596,0
-0.254608263,0.027282078,1
0.200468367,-0.257705055,1
-0.264979202,0.137051736,1
0.67555795,0.706028171,0
0.093782599,-0.302095267,1
0.961376657,-0.131077419,0
0.070436332,-0.290444645,1
0.630809303,-0.73523295,0
0.156997192,-0.208052165,1
0.29767212,0.142421316,1
0.220633377,0.193350649,1
0.287835372,0.010205864,1
0.585958286,0.74260363,0
0.231444214,0.25689749,1
-0.310261423,0.984621914,0
0.958750882,0.285608917,0
-0.153279721,0.338778235,1
-1.041328123,-0.154223411,0
0.503273575,0.932930226,0
-1.065805808,-0.253717798,0
-0.318003296,0.037513924,1
0.863143097,0.452757424,0
-0.388808718,-0.907952297,0
-0.455969707,-0.788823342,0
0.833034416,0.518302346,0
0.422473038,-0.851049354,0
-0.861195599,0.456188814,0
0.31963877,-0.021923549,1
0.292862496,0.06840102,1
0.03579122,0.267505292,1
-0.135990748,0.423719468,1
-0.026119922,0.237810381,1
-0.135708897,1.017337546,0
0.213184411,-0.21418255,1
0.816916243,0.666127843,0
0.27311803,0.186872203,1
0.110206736,-0.273682001,1
0.301255866,0.088262133,1
0.253360685,1.017188466,0
-0.245665712,-0.079992337,1
0.893972514,0.462744443,0
0.779656875,-0.707741059,0
0.501903872,0.821050625,0
0.017404594,1.033154568,0
0.301109649,0.07421349,1
0.985113762,-0.028924838,0
0.931654553,-0.413944019,0
-0.949564157,-0.035278773,0
0.281568614,0.040567784,1
0.312463268,-0.101234841,1
0.91486263,0.202574547,0
-0.316854529,0.035920437,1
-0.90208193,-0.352775327,0
1.016968431,-0.430363375,0
-0.040875273,0.316224583,1
-0.003527493,1.03323577,0
-1.021689887,0.134627334,0
-0.320218202,-0.999155899,0
0.109615486,1.095619111,0
-0.70518204,0.77434064,0
0.896066255,-0.442581648,0
-0.270731132,-0.127366057,1
0.426079024,-0.964268269,0
-0.201575813,0.347678963,1
-0.292217285,0.024384251,1
0.868940513,0.479010048,0
-0.518677572,0.836555007,0
-0.341804445,-0.083900034,1
-0.390814554,-0.008313674,1
-0.204965125,-0.118608574,1
-0.230723871,0.320393906,1
-0.44648139,0.950871161,0
-0.262385223,0.905877479,0
-0.840365167,-0.389079296,0
-1.067191329,-0.043710189,0
-0.061544863,-0.916316432,0
0.307132938,0.086108764,1
0.319754663,-0.072844112,1
0.239388583,-0.008134256,1
0.066666766,0.285947877,1
0.003521168,0.325655669,1
0.324877758,0.226557997,1
-0.225111035,0.208453169,1
-0.908526228,-0.311231084,0
0.187342587,0.242333211,1
-0.826035187,-0.665379798,0
-0.035107349,-0.259042229,1
0.998687458,0.169730401,0
-0.990179834,-0.005084214,0
-0.265869146,-0.031885364,1
0.38647066,0.157998559,1
0.329012595,-0.209568401,1
-0.980956283,-0.107002352,0
-0.010140271,-0.230902819,1
0.141576421,-0.958446776,0
0.340346604,-0.001929748,1
0.117201685,-1.000199454,0
0.565254616,0.854325511,0
-0.299353301,-0.180768891,1
0.174320908,-1.021167408,0
-0.144470285,0.175431086,1
0.048068227,1.013207149,0
-0.706174287,-0.816596339,0
-0.175052171,0.339949839,1
-0.133545576,0.270254436,1
0.61215384,0.865750188,0
-0.999489459,0.079937773,0
0.250271324,0.156092884,1
0.951153648,-0.389101463,0
-0.693863817,-0.759583027,0
-0.254433184,-0.18099156,1
0.873879429,-0.505120608,0
-0.755363873,-0.634647085,0
-0.114063132,0.316966424,1
0.218019323,-0.254088981,1
0.151088661,0.263149128,1
0.341205012,0.140516102,1
0.251892316,0.22423388,1
-0.027698243,-0.925886049,0
0.044894265,0.2437514,1
0.305044784,0.169501452,1
0.24929726,-0.11547591,1
0.399701351,0.874146685,0
-0.106060543,0.238962985,1
0.30029496,-0.136316724,1
-0.14041752,-0.205689881,1
0.032551004,0.380110009,1
-0.30571268,-0.20065477,1
0.110931157,0.381563027,1
-0.300208026,0.93598503,0
-0.186596855,-0.257467451,1
-0.237912228,-0.189509096,1
-0.2194487,1.038464748,0
0.767208009,0.680676769,0
-0.29810282,-0.131618611,1
0.039475961,0.29667989,1
0.220965119,0.185395495,1
0.501610515,0.932919886,0
-0.33835267,0.112038046,1
0.591641414,-0.723239568,0
0.976666812,-0.22601535,0
0.053213554,0.294221779,1
-1.081355591,-0.059452908,0
0.962286415,0.231224435,0
-0.251378462,0.306297897,1
0.290306968,-0.160315577,1
0.213317441,-0.155767496,1
-0.386891339,-0.877488366,0
0.878348222,-0.629545867,0
-0.705198195,0.757674086,0
0.128749972,0.306163331,1
0.897786087,-0.271878911,0
0.354552809,0.2238429,1
0.261653955,-0.067193007,1
0.855936021,-0.545925943,0
0.735249138,0.788351934,0
-0.224968914,0.120349572,1
-0.208697447,0.954221628,0
-0.640357968,0.735453836,0
-0.252466125,-0.200186192,1
0.409851717,0.85772345,0
-0.016964407,0.300733252,1
0.364994459,-0.867718766,0
0.661801166,0.692271582,0
0.205035325,-0.211101082,1
0.063408123,1.025158448,0
-0.719360306,-0.753432639,0
-0.258770959,1.042757458,0
0.888029882,0.285692428,0
0.098643184,-0.329072138,1
0.076312329,0.342253691,1
-0.281686485,-0.139745851,1
0.289178363,-0.040701928,1
0.187982915,0.175120714,1
-0.108529611,-0.232627419,1
0.067090431,-0.280040028,1
0.341821056,-0.116923036,1
-0.986905514,0.13351482,0
0.17304996,-1.020839075,0
-0.274558356,-0.037401275,1
0.298726533,-0.214458232,1
0.253791654,0.032518483,1
0.242107458,-0.00235353,1
-0.141706749,-0.14696272,1
-0.038500906,-1.032047235,0
1.000334092,-0.165818269,0
0.247835805,-0.13702149,1
0.103982622,0.202793133,1
-0.196423015,0.257350319,1
-0.496044276,-0.804520822,0
0.250225753,0.129154821,1
0.134695873,-0.290951395,1
-0.137116262,0.257413505,1
-0.128816079,-0.183499209,1
0.303058671,0.104397743,1
-0.172790165,-0.184405222,1
0.025301446,-0.265852384,1
-0.076514956,1.027050285,0
0.794396688,-0.716757532,0
-0.345898313,-0.06203548,1
-0.675546714,0.713265564,0
-0.160074999,-0.20563983,1
-0.062615534,-0.259984907,1
0.178269219,-0.202635417,1
-0.785066452,-0.588525341,0
-0.12332352,-0.308265725,1
0.311906413,0.043933683,1
-1.058953555,-0.087859687,0
-0.622654949,0.769276439,0
0.130019399,-0.329463317,1
0.067916984,-0.266090014,1
0.270588123,0.201775974,1
-0.272808731,-0.158550379,1
0.114072781,0.268069832,1
-0.87530117,-0.235723523,0
-0.112681357,0.193121874,1
0.767994393,-0.608752534,0
-0.692790591,-0.578684797,0
0.298705873,-0.028224807,1
-0.825406141,-0.53748115,0
0.200503324,1.003219399,0
-0.877714321,-0.61906834,0
-0.787201738,0.612180743,0
0.798228166,-0.540219315,0
1.002510009,-0.346343613,0
0.934206004,-0.428707839,0
0.622934012,-0.773074977,0
0.299292868,0.158193386,1
0.052084636,-0.283442877,1
-0.086482141,0.95201066,0
0.242854804,-0.034786435,1
-1.008896365,0.403628373,0
-0.269322228,0.026159232,1
0.394947878,0.90888411,0
-0.921604414,-0.485340007,0
0.049012775,-0.24838546,1
1.075139937,-0.146654468,0
-1.125266005,-0.182384801,0
-0.150022854,0.163338839,1
-0.562385181,-0.864048407,0
0.32896534,-0.921838243,0
-0.240749352,0.051164108,1
0.20310788,0.240228615,1
-0.13179163,-0.36722271,1
-0.833447766,0.476258632,0
-0.12569604,-0.267861371,1
-0.033316946,0.284111322,1
0.794326679,-0.666146286,0
-0.865068358,-0.310157109,0
0.289944454,-0.043180093,1
0.28064226,0.004053397,1
